UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
130314,2,R,60,Z,0,R,60,R,31,R,0,R,31,R,67,Z,0,R,67,R,47,R,0,R,47,R,30,Z,0,R,30,R,21,R,0,R,21,R,157,R,0,R,157,R,99,R,0,R,99
130396,4,R,394,Z,0,R,394,A,,A,,R,31,R,34,Z,0,R,34,A,,A,,R,5,R,200,Z,0,R,200,A,,A,,R,33,R,628,R,0,R,628,A,,A,,R,69
130493,1,R,452,R,0,R,452,R,203,R,0,R,203,R,403,R,0,R,403,R,205,R,0,R,205,R,503,R,0,R,503,R,278,R,0,R,278,R,1358,R,0,R,1358,R,686,R,0,R,686
130493,2,R,452,Z,0,R,452,R,203,R,0,R,203,R,403,Z,0,R,403,R,205,R,0,R,205,R,503,Z,0,R,503,R,278,R,0,R,278,R,1358,R,0,R,1358,R,686,R,0,R,686
130509,4,R,158,Z,0,R,158,A,,A,,R,99,R,15,Z,0,R,15,A,,A,,R,9,R,16,Z,0,R,16,A,,A,,R,10,R,189,R,0,R,189,A,,A,,R,118
130590,1,R,60,R,0,R,60,R,52,R,0,R,52,R,88,R,0,R,88,R,75,R,0,R,75,R,443,R,0,R,443,R,372,R,0,R,372,R,591,R,0,R,591,R,499,R,0,R,499
130590,2,R,60,Z,0,R,60,R,52,R,0,R,52,R,88,Z,0,R,88,R,75,R,0,R,75,R,443,Z,0,R,443,R,372,R,0,R,372,R,591,R,0,R,591,R,499,R,0,R,499
130606,4,R,267,Z,0,R,267,A,,A,,R,27,R,23,Z,0,R,23,A,,A,,R,6,R,271,Z,0,R,271,A,,A,,R,37,R,561,R,0,R,561,A,,A,,R,70
130624,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,224,R,0,R,224,R,188,R,0,R,188,R,224,R,0,R,224,R,188,R,0,R,188
130624,2,R,0,Z,0,R,0,R,0,R,0,R,0,R,0,Z,0,R,0,R,0,R,0,R,0,R,224,Z,0,R,224,R,188,R,0,R,188,R,224,R,0,R,224,R,188,R,0,R,188
130697,1,R,139,R,0,R,139,R,124,R,0,R,124,R,144,R,0,R,144,R,129,R,0,R,129,R,469,R,0,R,469,R,419,R,0,R,419,R,752,R,0,R,752,R,672,R,0,R,672
130697,2,R,139,Z,0,R,139,R,124,R,0,R,124,R,144,Z,0,R,144,R,129,R,0,R,129,R,469,Z,0,R,469,R,419,R,0,R,419,R,752,R,0,R,752,R,672,R,0,R,672
130776,1,R,250,R,0,R,250,R,116,R,0,R,116,R,272,R,0,R,272,R,128,R,1,R,129,R,299,R,1,R,298,R,156,R,1,R,157,R,821,R,1,R,820,R,400,R,2,R,402
130776,2,R,248,R,0,R,248,R,115,R,0,R,115,R,269,R,0,R,269,R,127,R,0,R,127,R,295,R,1,R,294,R,152,R,1,R,153,R,812,R,1,R,811,R,394,R,1,R,395
130776,3,R,2,Z,0,R,2,R,1,R,0,R,1,R,3,Z,0,R,3,R,1,R,1,R,2,R,4,Z,0,R,4,R,4,R,0,R,4,R,9,R,0,R,9,R,6,R,1,R,7
130794,1,R,172,R,0,R,172,R,162,R,0,R,162,R,9,R,0,R,9,R,9,R,0,R,9,R,1174,R,1,R,1173,R,1137,R,0,R,1137,R,1355,R,1,R,1354,R,1308,R,0,R,1308
130794,2,R,172,R,0,R,172,R,162,R,0,R,162,R,9,R,0,R,9,R,9,R,0,R,9,R,1174,R,1,R,1173,R,1137,R,0,R,1137,R,1355,R,1,R,1354,R,1308,R,0,R,1308
130873,4,R,326,Z,0,R,326,A,,A,,R,230,R,10,Z,0,R,10,A,,A,,R,10,R,44,Z,0,R,44,A,,A,,R,44,R,380,R,0,R,380,A,,A,,R,284
130907,1,R,1054,R,0,R,1054,R,0,R,137,R,137,R,72,R,0,R,72,R,0,R,7,R,7,R,874,R,0,R,874,R,0,R,142,R,142,R,2000,R,0,R,2000,R,0,R,286,R,286
130907,3,R,1054,Z,0,R,1054,Z,0,R,137,R,137,R,72,Z,0,R,72,Z,0,R,7,R,7,R,874,Z,0,R,874,Z,0,R,142,R,142,R,2000,R,0,R,2000,R,0,R,286,R,286
130934,1,R,589,R,0,R,589,R,203,R,0,R,203,R,301,R,0,R,301,R,134,R,0,R,134,R,128,R,0,R,128,R,71,R,0,R,71,R,1018,R,0,R,1018,R,408,R,0,R,408
130934,2,R,589,Z,0,R,589,R,203,R,0,R,203,R,301,Z,0,R,301,R,134,R,0,R,134,R,128,Z,0,R,128,R,71,R,0,R,71,R,1018,R,0,R,1018,R,408,R,0,R,408
130943,1,R,645,R,0,R,645,R,384,R,0,R,384,R,1059,R,0,R,1059,R,844,R,0,R,844,R,2507,R,0,R,2507,R,1936,R,262,R,2198,R,4211,R,0,R,4211,R,3164,R,262,R,3426
130943,2,R,508,Z,0,R,508,R,384,R,0,R,384,R,1059,Z,0,R,1059,R,844,R,0,R,844,R,2239,Z,0,R,2239,R,1936,R,0,R,1936,R,3806,R,0,R,3806,R,3164,R,0,R,3164
130943,3,R,137,Z,0,R,137,Z,0,R,0,R,0,R,0,Z,0,R,0,Z,0,R,0,R,0,R,268,Z,0,R,268,Z,0,R,262,R,262,R,405,R,0,R,405,R,0,R,262,R,262
130989,1,R,35,R,0,R,35,R,12,R,2,R,14,R,22,R,1,R,21,R,5,R,7,R,12,R,34,R,0,R,34,R,9,R,3,R,12,R,91,R,1,R,90,R,26,R,12,R,38
130989,2,R,33,R,0,R,33,R,12,R,0,R,12,R,15,R,1,R,14,R,5,R,0,R,5,R,30,R,0,R,30,R,9,R,0,R,9,R,78,R,1,R,77,R,26,R,0,R,26
130989,3,R,2,Z,0,R,2,Z,0,R,2,R,2,R,7,Z,0,R,7,Z,0,R,7,R,7,R,4,Z,0,R,4,Z,0,R,3,R,3,R,13,R,0,R,13,R,0,R,12,R,12
131061,4,R,27,Z,0,R,27,A,,A,,R,19,R,7,Z,0,R,7,A,,A,,R,7,R,3,Z,0,R,3,A,,A,,R,3,R,37,R,0,R,37,A,,A,,R,29
131098,1,R,307,R,1,R,306,R,88,R,1,R,89,R,150,R,0,R,150,R,55,R,0,R,55,R,79,R,0,R,79,R,25,R,1,R,26,R,536,R,1,R,535,R,168,R,2,R,170
131098,2,R,307,R,1,R,306,R,88,R,1,R,89,R,150,R,0,R,150,R,55,R,0,R,55,R,79,R,0,R,79,R,25,R,1,R,26,R,536,R,1,R,535,R,168,R,2,R,170
131113,1,R,140,R,0,R,140,R,24,R,0,R,24,R,72,R,0,R,72,R,20,R,2,R,22,R,101,R,0,R,101,R,27,R,2,R,29,R,313,R,0,R,313,R,71,R,4,R,75
131113,2,R,129,Z,0,R,129,R,24,R,0,R,24,R,63,Z,0,R,63,R,20,R,1,R,21,R,93,Z,0,R,93,R,27,R,1,R,28,R,285,R,0,R,285,R,71,R,2,R,73
131113,3,R,11,Z,0,R,11,Z,0,R,0,R,0,R,9,Z,0,R,9,Z,0,R,1,R,1,R,8,Z,0,R,8,Z,0,R,1,R,1,R,28,R,0,R,28,R,0,R,2,R,2
131159,1,R,297,R,0,R,297,R,230,R,0,R,230,R,505,R,0,R,505,R,398,R,0,R,398,R,794,R,0,R,794,R,646,R,0,R,646,R,1596,R,0,R,1596,R,1274,R,0,R,1274
131159,2,R,297,Z,0,R,297,R,230,R,0,R,230,R,505,Z,0,R,505,R,398,R,0,R,398,R,794,Z,0,R,794,R,646,R,0,R,646,R,1596,R,0,R,1596,R,1274,R,0,R,1274
131283,1,R,101,R,0,R,101,R,71,R,0,R,71,R,336,R,0,R,336,R,259,R,0,R,259,R,443,R,0,R,443,R,337,R,0,R,337,R,880,R,0,R,880,R,667,R,0,R,667
131283,2,R,101,Z,0,R,101,R,71,R,0,R,71,R,336,Z,0,R,336,R,259,R,0,R,259,R,443,Z,0,R,443,R,337,R,0,R,337,R,880,R,0,R,880,R,667,R,0,R,667
131399,1,R,142,R,0,R,142,R,25,R,2,R,27,R,16,R,0,R,16,R,6,R,1,R,7,R,46,R,0,R,46,R,12,R,2,R,14,R,204,R,0,R,204,R,43,R,5,R,48
131399,2,R,55,Z,0,R,55,R,25,R,0,R,25,R,11,Z,0,R,11,R,6,R,0,R,6,R,30,Z,0,R,30,R,12,R,0,R,12,R,96,R,0,R,96,R,43,R,0,R,43
131399,3,R,87,Z,0,R,87,Z,0,R,2,R,2,R,5,Z,0,R,5,Z,0,R,1,R,1,R,16,Z,0,R,16,Z,0,R,2,R,2,R,108,R,0,R,108,R,0,R,5,R,5
131450,1,R,102,R,0,R,102,R,47,R,0,R,47,R,19,R,0,R,19,R,10,R,0,R,10,R,91,R,0,R,91,R,42,R,1,R,43,R,212,R,0,R,212,R,99,R,1,R,100
131450,2,R,102,Z,0,R,102,R,47,R,0,R,47,R,19,Z,0,R,19,R,10,R,0,R,10,R,91,Z,0,R,91,R,42,R,1,R,43,R,212,R,0,R,212,R,99,R,1,R,100
131469,1,R,285,R,0,R,285,R,222,R,0,R,222,R,522,R,0,R,522,R,435,R,0,R,435,R,1564,R,12,R,1552,R,1279,R,0,R,1279,R,2371,R,12,R,2359,R,1936,R,0,R,1936
131469,2,R,285,R,0,R,285,R,222,R,0,R,222,R,522,R,0,R,522,R,435,R,0,R,435,R,1564,R,12,R,1552,R,1279,R,0,R,1279,R,2371,R,12,R,2359,R,1936,R,0,R,1936
131496,1,R,210,R,0,R,210,R,197,R,0,R,197,R,310,R,0,R,310,R,292,R,0,R,292,R,1046,R,0,R,1046,R,985,R,0,R,985,R,1566,R,0,R,1566,R,1474,R,0,R,1474
131496,2,R,210,Z,0,R,210,R,197,R,0,R,197,R,310,Z,0,R,310,R,292,R,0,R,292,R,1046,Z,0,R,1046,R,985,R,0,R,985,R,1566,R,0,R,1566,R,1474,R,0,R,1474
131520,1,R,642,R,0,R,642,R,397,R,0,R,397,R,318,R,0,R,318,R,187,R,0,R,187,R,416,R,0,R,416,R,275,R,0,R,275,R,1376,R,0,R,1376,R,859,R,0,R,859
131520,2,R,642,Z,0,R,642,R,397,R,0,R,397,R,318,Z,0,R,318,R,187,R,0,R,187,R,416,Z,0,R,416,R,275,R,0,R,275,R,1376,R,0,R,1376,R,859,R,0,R,859
131830,4,R,2,Z,0,R,2,A,,A,,R,2,R,0,Z,0,R,0,A,,A,,R,0,R,1,Z,0,R,1,A,,A,,R,1,R,3,R,0,R,3,A,,A,,R,3
131876,1,R,207,R,0,R,207,R,60,R,0,R,60,R,41,R,0,R,41,R,9,R,0,R,9,R,3,R,0,R,3,R,1,R,0,R,1,R,251,R,0,R,251,R,70,R,0,R,70
131876,2,R,207,Z,0,R,207,R,60,R,0,R,60,R,41,Z,0,R,41,R,9,R,0,R,9,R,3,Z,0,R,3,R,1,R,0,R,1,R,251,R,0,R,251,R,70,R,0,R,70
132374,4,R,305,R,0,R,305,A,,A,,R,199,R,0,R,0,R,0,A,,A,,R,0,R,719,R,1,R,718,A,,A,,R,409,R,1024,R,1,R,1023,A,,A,,R,608
132408,1,R,27,R,0,R,27,R,13,R,0,R,13,R,4,R,0,R,4,R,3,R,0,R,3,R,14,R,0,R,14,R,10,R,2,R,12,R,45,R,0,R,45,R,26,R,2,R,28
132408,2,R,27,Z,0,R,27,R,13,R,0,R,13,R,4,Z,0,R,4,R,3,R,0,R,3,R,14,Z,0,R,14,R,10,R,2,R,12,R,45,R,0,R,45,R,26,R,2,R,28
132471,1,R,390,R,0,R,390,R,128,R,0,R,128,R,99,R,0,R,99,R,37,R,0,R,37,R,133,R,0,R,133,R,61,R,0,R,61,R,622,R,0,R,622,R,226,R,0,R,226
132471,2,R,390,Z,0,R,390,R,128,R,0,R,128,R,99,Z,0,R,99,R,37,R,0,R,37,R,133,Z,0,R,133,R,61,R,0,R,61,R,622,R,0,R,622,R,226,R,0,R,226
132602,1,R,761,R,0,R,761,R,254,R,0,R,254,R,90,R,0,R,90,R,29,R,0,R,29,R,47,R,0,R,47,R,23,R,0,R,23,R,898,R,0,R,898,R,306,R,0,R,306
132602,2,R,761,Z,0,R,761,R,254,R,0,R,254,R,90,Z,0,R,90,R,29,R,0,R,29,R,47,Z,0,R,47,R,23,R,0,R,23,R,898,R,0,R,898,R,306,R,0,R,306
132657,1,R,78,R,0,R,78,R,40,R,0,R,40,R,53,R,0,R,53,R,26,R,0,R,26,R,282,R,0,R,282,R,160,R,0,R,160,R,413,R,0,R,413,R,226,R,0,R,226
132657,2,R,78,Z,0,R,78,R,40,R,0,R,40,R,53,Z,0,R,53,R,26,R,0,R,26,R,282,Z,0,R,282,R,160,R,0,R,160,R,413,R,0,R,413,R,226,R,0,R,226
132675,4,R,25,Z,0,R,25,A,,A,,R,14,R,0,Z,0,R,0,A,,A,,R,0,R,31,Z,0,R,31,A,,A,,R,25,R,56,R,0,R,56,A,,A,,R,39
132693,1,R,862,R,18,R,844,R,9,R,317,R,326,R,30,R,1,R,29,R,0,R,12,R,12,R,814,R,13,R,801,R,21,R,434,R,455,R,1706,R,32,R,1674,R,30,R,763,R,793
132693,3,R,862,R,18,R,844,R,9,R,317,R,326,R,30,R,1,R,29,R,0,R,12,R,12,R,814,R,13,R,801,R,21,R,434,R,455,R,1706,R,32,R,1674,R,30,R,763,R,793
132709,1,R,2433,R,25,R,2408,R,20,R,669,R,689,R,59,R,1,R,58,R,0,R,15,R,15,R,1097,R,11,R,1086,R,10,R,396,R,406,R,3589,R,37,R,3552,R,30,R,1080,R,1110
132709,3,R,2433,R,25,R,2408,R,20,R,669,R,689,R,59,R,1,R,58,R,0,R,15,R,15,R,1097,R,11,R,1086,R,10,R,396,R,406,R,3589,R,37,R,3552,R,30,R,1080,R,1110
132842,1,R,4,R,2,R,2,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,2,R,2,R,2,R,0,R,2
132842,2,R,4,R,2,R,2,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,2,R,2,R,2,R,0,R,2
132851,1,R,480,R,16,R,464,R,15,R,130,R,145,R,65,R,3,R,62,R,4,R,19,R,23,R,249,R,5,R,244,R,10,R,104,R,114,R,794,R,24,R,770,R,29,R,253,R,282
132851,3,R,480,R,16,R,464,R,15,R,130,R,145,R,65,R,3,R,62,R,4,R,19,R,23,R,249,R,5,R,244,R,10,R,104,R,114,R,794,R,24,R,770,R,29,R,253,R,282
132879,1,R,39,R,0,R,39,R,16,R,0,R,16,R,27,R,0,R,27,R,7,R,2,R,9,R,13,R,0,R,13,R,2,R,0,R,2,R,79,R,0,R,79,R,25,R,2,R,27
132879,2,R,39,Z,0,R,39,R,16,R,0,R,16,R,27,Z,0,R,27,R,7,R,2,R,9,R,13,Z,0,R,13,R,2,R,0,R,2,R,79,R,0,R,79,R,25,R,2,R,27
132903,1,R,1904,R,3,R,1901,R,1334,R,0,R,1334,R,713,R,2,R,711,R,480,R,0,R,480,R,3296,R,4,R,3292,R,2469,R,0,R,2469,R,5913,R,9,R,5904,R,4283,R,0,R,4283
132903,2,R,1904,R,3,R,1901,R,1334,R,0,R,1334,R,713,R,2,R,711,R,480,R,0,R,480,R,3296,R,4,R,3292,R,2469,R,0,R,2469,R,5913,R,9,R,5904,R,4283,R,0,R,4283
132976,4,R,55,Z,0,R,55,A,,A,,R,51,R,0,Z,0,R,0,A,,A,,R,0,R,34,Z,0,R,34,A,,A,,R,19,R,89,R,0,R,89,A,,A,,R,70
133021,1,R,201,R,6,R,195,R,8,R,68,R,76,R,0,R,0,R,0,R,0,R,0,R,0,R,158,R,1,R,157,R,14,R,79,R,93,R,359,R,7,R,352,R,22,R,147,R,169
133021,3,R,201,R,6,R,195,R,8,R,68,R,76,R,0,R,0,R,0,R,0,R,0,R,0,R,158,R,1,R,157,R,14,R,79,R,93,R,359,R,7,R,352,R,22,R,147,R,169
133155,4,R,193,Z,0,R,193,A,,A,,R,193,R,0,Z,0,R,0,A,,A,,R,0,R,178,Z,0,R,178,A,,A,,R,86,R,371,R,0,R,371,A,,A,,R,279
133386,1,R,896,R,18,R,878,R,26,R,268,R,294,N,218,N,0,N,218,N,0,N,67,N,67,N,404,R,10,N,394,R,20,N,177,N,197,R,1518,R,28,R,1490,R,46,R,512,R,558
133386,3,R,896,R,18,R,878,R,26,R,268,R,294,N,218,N,0,N,218,N,0,N,67,N,67,N,404,R,10,N,394,R,20,N,177,N,197,R,1518,R,28,R,1490,R,46,R,512,R,558
133465,1,R,26,R,0,R,26,R,4,R,3,R,7,R,5,R,0,R,5,R,0,R,1,R,1,R,7,R,0,R,7,R,1,R,0,R,1,R,38,R,0,R,38,R,5,R,4,R,9
133465,2,R,15,Z,0,R,15,R,4,R,0,R,4,R,2,Z,0,R,2,R,0,R,0,R,0,R,2,Z,0,R,2,R,1,R,0,R,1,R,19,R,0,R,19,R,5,R,0,R,5
133465,3,R,11,Z,0,R,11,Z,0,R,3,R,3,R,3,Z,0,R,3,Z,0,R,1,R,1,R,5,Z,0,R,5,Z,0,R,0,R,0,R,19,R,0,R,19,R,0,R,4,R,4
133492,1,R,98,R,1,R,97,R,55,R,0,R,55,R,173,R,0,R,173,R,119,R,0,R,119,R,259,R,1,R,258,R,185,R,0,R,185,R,530,R,2,R,528,R,359,R,0,R,359
133492,2,R,98,R,1,R,97,R,55,R,0,R,55,R,173,R,0,R,173,R,119,R,0,R,119,R,259,R,1,R,258,R,185,R,0,R,185,R,530,R,2,R,528,R,359,R,0,R,359
133508,1,R,899,R,15,R,884,R,16,R,251,R,267,R,142,R,0,R,142,R,3,R,42,R,45,R,478,R,5,R,473,R,13,R,154,R,167,R,1519,R,20,R,1499,R,32,R,447,R,479
133508,3,R,899,R,15,R,884,R,16,R,251,R,267,R,142,R,0,R,142,R,3,R,42,R,45,R,478,R,5,R,473,R,13,R,154,R,167,R,1519,R,20,R,1499,R,32,R,447,R,479
133526,1,R,187,R,0,R,187,R,42,R,0,R,42,R,42,R,0,R,42,R,4,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,229,R,0,R,229,R,46,R,0,R,46
133526,2,R,187,Z,0,R,187,R,42,R,0,R,42,R,42,Z,0,R,42,R,4,R,0,R,4,R,0,Z,0,R,0,R,0,R,0,R,0,R,229,R,0,R,229,R,46,R,0,R,46
133553,1,R,276,R,0,R,276,R,141,R,1,R,142,R,269,R,0,R,269,R,160,R,1,R,161,R,390,R,0,R,390,R,264,R,2,R,266,R,935,R,0,R,935,R,565,R,4,R,569
133553,2,R,274,Z,0,R,274,R,141,R,1,R,142,R,267,Z,0,R,267,R,160,R,0,R,160,R,387,Z,0,R,387,R,263,R,1,R,264,R,928,R,0,R,928,R,564,R,2,R,566
133553,3,R,2,Z,0,R,2,R,0,R,0,R,0,R,2,Z,0,R,2,R,0,R,1,R,1,R,3,Z,0,R,3,R,1,R,1,R,2,R,7,R,0,R,7,R,1,R,2,R,3
133650,1,R,1033,R,0,R,1033,R,504,R,0,R,504,R,146,R,0,R,146,R,80,R,0,R,80,R,319,R,0,R,319,R,178,R,0,R,178,R,1498,R,0,R,1498,R,762,R,0,R,762
133650,2,R,1033,Z,0,R,1033,R,504,R,0,R,504,R,146,Z,0,R,146,R,80,R,0,R,80,R,319,Z,0,R,319,R,178,R,0,R,178,R,1498,R,0,R,1498,R,762,R,0,R,762
133669,1,R,1201,R,11,R,1190,R,623,R,0,R,623,R,366,R,3,R,363,R,172,R,0,R,172,R,1470,R,19,R,1451,R,775,R,0,R,775,R,3037,R,33,R,3004,R,1570,R,0,R,1570
133669,2,R,1201,R,11,R,1190,R,623,R,0,R,623,R,366,R,3,R,363,R,172,R,0,R,172,R,1470,R,19,R,1451,R,775,R,0,R,775,R,3037,R,33,R,3004,R,1570,R,0,R,1570
133702,1,R,1004,R,13,R,991,R,18,R,290,R,308,R,74,R,2,R,72,R,3,R,29,R,32,R,908,R,24,R,884,R,29,R,367,R,396,R,1986,R,39,R,1947,R,50,R,686,R,736
133702,3,R,1004,R,13,R,991,R,18,R,290,R,308,R,74,R,2,R,72,R,3,R,29,R,32,R,908,R,24,R,884,R,29,R,367,R,396,R,1986,R,39,R,1947,R,50,R,686,R,736
133711,1,R,201,R,0,R,201,R,109,R,0,R,109,R,163,R,0,R,163,R,100,R,0,R,100,R,282,R,1,R,281,R,150,R,0,R,150,R,646,R,1,R,645,R,359,R,0,R,359
133711,2,R,201,R,0,R,201,R,109,R,0,R,109,R,163,R,0,R,163,R,100,R,0,R,100,R,282,R,1,R,281,R,150,R,0,R,150,R,646,R,1,R,645,R,359,R,0,R,359
133809,1,R,66,R,0,R,66,R,10,R,13,R,23,R,44,R,0,R,44,R,12,R,30,R,42,R,86,R,0,R,86,R,28,R,20,R,48,R,196,R,0,R,196,R,50,R,63,R,113
133809,2,R,66,Z,0,R,66,R,10,R,13,R,23,R,44,Z,0,R,44,R,12,R,30,R,42,R,86,Z,0,R,86,R,28,R,20,R,48,R,196,R,0,R,196,R,50,R,63,R,113
133845,4,R,368,Z,0,R,368,A,,A,,R,230,R,45,Z,0,R,45,A,,A,,R,32,R,33,Z,0,R,33,A,,A,,R,11,R,446,R,0,R,446,A,,A,,R,273
133854,4,R,353,Z,0,R,353,A,,A,,R,236,R,44,Z,0,R,44,A,,A,,R,36,R,15,Z,0,R,15,A,,A,,R,6,R,412,R,0,R,412,A,,A,,R,278
133863,4,R,384,R,1,R,383,A,,A,,R,266,R,48,R,0,R,48,A,,A,,R,41,R,22,R,0,R,22,A,,A,,R,3,R,454,R,1,R,453,A,,A,,R,310
133872,1,R,59,R,0,R,59,R,18,R,2,R,20,R,14,R,0,R,14,R,3,R,0,R,3,R,10,R,0,R,10,R,2,R,0,R,2,R,83,R,0,R,83,R,23,R,2,R,25
133872,2,R,43,Z,0,R,43,R,16,R,0,R,16,R,10,Z,0,R,10,R,2,R,0,R,2,R,5,Z,0,R,5,R,2,R,0,R,2,R,58,R,0,R,58,R,20,R,0,R,20
133872,3,R,16,Z,0,R,16,R,2,R,2,R,4,R,4,Z,0,R,4,R,1,R,0,R,1,R,5,Z,0,R,5,R,0,R,0,R,0,R,25,R,0,R,25,R,3,R,2,R,5
133881,1,R,156,R,0,R,156,R,80,R,0,R,80,R,192,R,2,R,190,R,115,R,0,R,115,R,407,R,0,R,407,R,255,R,0,R,255,R,755,R,2,R,753,R,450,R,0,R,450
133881,2,R,156,R,0,R,156,R,80,R,0,R,80,R,192,R,2,R,190,R,115,R,0,R,115,R,407,R,0,R,407,R,255,R,0,R,255,R,755,R,2,R,753,R,450,R,0,R,450
133951,1,R,2238,R,1,R,2237,R,1301,R,0,R,1301,R,329,R,1,R,328,R,158,R,0,R,158,R,1544,R,1,R,1543,R,915,R,1,R,916,R,4111,R,3,R,4108,R,2374,R,1,R,2375
133951,2,R,2238,R,1,R,2237,R,1301,R,0,R,1301,R,329,R,1,R,328,R,158,R,0,R,158,R,1544,R,1,R,1543,R,915,R,1,R,916,R,4111,R,3,R,4108,R,2374,R,1,R,2375
133960,1,R,64,R,0,R,64,R,1,R,17,R,18,R,0,R,0,R,0,R,0,R,0,R,0,R,89,R,1,R,88,R,0,R,27,R,27,R,153,R,1,R,152,R,1,R,44,R,45
133960,3,R,64,R,0,R,64,R,1,R,17,R,18,R,0,R,0,R,0,R,0,R,0,R,0,R,89,R,1,R,88,R,0,R,27,R,27,R,153,R,1,R,152,R,1,R,44,R,45
133979,1,R,268,R,0,R,268,R,85,R,0,R,85,R,75,R,0,R,75,R,27,R,0,R,27,R,25,R,0,R,25,R,21,R,0,R,21,R,368,R,0,R,368,R,133,R,0,R,133
133979,2,R,268,Z,0,R,268,R,85,R,0,R,85,R,75,Z,0,R,75,R,27,R,0,R,27,R,25,Z,0,R,25,R,21,R,0,R,21,R,368,R,0,R,368,R,133,R,0,R,133
133997,4,R,148,Z,0,R,148,A,,A,,R,88,R,12,Z,0,R,12,A,,A,,R,11,R,3,Z,0,R,3,A,,A,,R,2,R,163,R,0,R,163,A,,A,,R,101
134024,4,R,40,Z,0,R,40,A,,A,,R,26,R,5,Z,0,R,5,A,,A,,R,4,R,15,Z,0,R,15,A,,A,,R,9,R,60,R,0,R,60,A,,A,,R,39
134079,1,R,175,R,0,R,175,R,93,R,0,R,93,R,123,R,0,R,123,R,86,R,0,R,86,R,238,R,0,R,238,R,165,R,0,R,165,R,536,R,0,R,536,R,344,R,0,R,344
134079,2,R,175,Z,0,R,175,R,93,R,0,R,93,R,123,Z,0,R,123,R,86,R,0,R,86,R,238,Z,0,R,238,R,165,R,0,R,165,R,536,R,0,R,536,R,344,R,0,R,344
134097,1,R,1569,R,2,R,1567,R,1230,R,0,R,1230,R,636,R,0,R,636,R,556,R,0,R,556,R,3544,R,0,R,3544,R,2977,R,0,R,2977,R,5749,R,2,R,5747,R,4763,R,0,R,4763
134097,2,R,1569,R,2,R,1567,R,1230,R,0,R,1230,R,636,R,0,R,636,R,556,R,0,R,556,R,3544,R,0,R,3544,R,2977,R,0,R,2977,R,5749,R,2,R,5747,R,4763,R,0,R,4763
134112,1,R,3242,R,10,R,3232,R,58,R,1680,R,1738,R,329,R,1,R,328,R,2,R,98,R,100,R,618,R,3,R,615,R,0,R,19,R,19,R,4189,R,14,R,4175,R,60,R,1797,R,1857
134112,2,R,273,Z,0,R,273,R,58,R,54,R,112,R,62,Z,0,R,62,R,2,R,9,R,11,R,151,Z,0,R,151,R,0,R,4,R,4,R,486,R,0,R,486,R,60,R,67,R,127
134112,3,R,2969,R,10,R,2959,Z,0,R,1626,R,1626,R,267,R,1,R,266,Z,0,R,89,R,89,R,467,R,3,R,464,Z,0,R,15,R,15,R,3703,R,14,R,3689,R,0,R,1730,R,1730
134130,1,R,1863,R,2,R,1861,R,1615,R,0,R,1615,R,586,R,2,R,584,R,513,R,0,R,513,R,3780,R,0,R,3780,R,3470,R,0,R,3470,R,6229,R,4,R,6225,R,5598,R,0,R,5598
134130,2,R,1856,R,2,R,1854,R,1608,R,0,R,1608,R,579,R,2,R,577,R,506,R,0,R,506,R,3725,R,0,R,3725,R,3416,R,0,R,3416,R,6160,R,4,R,6156,R,5530,R,0,R,5530
134130,3,R,7,Z,0,R,7,R,7,R,0,R,7,R,7,Z,0,R,7,R,7,R,0,R,7,R,55,Z,0,R,55,R,54,R,0,R,54,R,69,R,0,R,69,R,68,R,0,R,68
134228,4,R,26,Z,0,R,26,A,,A,,R,24,R,0,Z,0,R,0,A,,A,,R,0,R,0,Z,0,R,0,A,,A,,R,0,R,26,R,0,R,26,A,,A,,R,24
134237,1,R,5206,R,40,R,5166,R,1233,R,77,R,1310,R,779,R,3,R,776,R,391,R,20,R,411,R,564,R,8,R,556,R,260,R,16,R,276,R,6549,R,51,R,6498,R,1884,R,113,R,1997
134237,2,R,4963,R,40,R,4923,R,1233,R,0,R,1233,R,733,R,3,R,730,R,391,R,0,R,391,R,532,R,8,R,524,R,260,R,0,R,260,R,6228,R,51,R,6177,R,1884,R,0,R,1884
