UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
100654,1,R,608,R,1,R,607,R,151,R,0,R,151,R,80,R,0,R,80,R,26,R,0,R,26,R,69,R,0,R,69,R,26,R,0,R,26,R,757,R,1,R,756,R,203,R,0,R,203
100654,2,R,608,R,1,R,607,R,151,R,0,R,151,R,80,R,0,R,80,R,26,R,0,R,26,R,69,R,0,R,69,R,26,R,0,R,26,R,757,R,1,R,756,R,203,R,0,R,203
100663,1,R,588,R,0,R,588,R,285,R,0,R,285,R,236,R,1,R,235,R,126,R,0,R,126,R,830,R,1,R,829,R,551,R,1,R,552,R,1654,R,2,R,1652,R,962,R,1,R,963
100663,2,R,588,R,0,R,588,R,285,R,0,R,285,R,236,R,1,R,235,R,126,R,0,R,126,R,830,R,1,R,829,R,551,R,1,R,552,R,1654,R,2,R,1652,R,962,R,1,R,963
100690,1,R,8,R,0,R,8,R,3,R,0,R,3,R,2,R,0,R,2,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,10,R,0,R,10,R,4,R,0,R,4
100690,2,R,8,Z,0,R,8,R,3,R,0,R,3,R,2,Z,0,R,2,R,1,R,0,R,1,R,0,Z,0,R,0,R,0,R,0,R,0,R,10,R,0,R,10,R,4,R,0,R,4
100706,1,R,191,R,0,R,191,R,81,R,0,R,81,R,132,R,0,R,132,R,71,R,0,R,71,R,292,R,0,R,292,R,167,R,0,R,167,R,615,R,0,R,615,R,319,R,0,R,319
100706,2,R,191,Z,0,R,191,R,81,R,0,R,81,R,132,Z,0,R,132,R,71,R,0,R,71,R,292,Z,0,R,292,R,167,R,0,R,167,R,615,R,0,R,615,R,319,R,0,R,319
100724,1,R,1097,R,0,R,1097,R,312,R,0,R,312,R,108,R,0,R,108,R,37,R,0,R,37,R,231,R,0,R,231,R,82,R,0,R,82,R,1436,R,0,R,1436,R,431,R,0,R,431
100724,2,R,1097,Z,0,R,1097,R,312,R,0,R,312,R,108,Z,0,R,108,R,37,R,0,R,37,R,231,Z,0,R,231,R,82,R,0,R,82,R,1436,R,0,R,1436,R,431,R,0,R,431
100751,1,R,1128,R,6,R,1122,R,655,R,0,R,655,R,1106,R,5,R,1101,R,744,R,0,R,744,R,4104,R,25,R,4079,R,3131,R,0,R,3131,R,6338,R,36,R,6302,R,4530,R,0,R,4530
100751,2,R,1128,R,6,R,1122,R,655,R,0,R,655,R,1106,R,5,R,1101,R,744,R,0,R,744,R,4104,R,25,R,4079,R,3131,R,0,R,3131,R,6338,R,36,R,6302,R,4530,R,0,R,4530
100760,4,R,231,Z,0,R,231,A,,A,,R,49,R,38,Z,0,R,38,A,,A,,R,11,R,123,Z,0,R,123,A,,A,,R,51,R,392,R,0,R,392,A,,A,,R,111
100830,1,R,286,R,1,R,285,R,76,R,0,R,76,R,65,R,0,R,65,R,26,R,0,R,26,R,228,R,1,R,227,R,93,R,0,R,93,R,579,R,2,R,577,R,195,R,0,R,195
100830,2,R,286,R,1,R,285,R,76,R,0,R,76,R,65,R,0,R,65,R,26,R,0,R,26,R,228,R,1,R,227,R,93,R,0,R,93,R,579,R,2,R,577,R,195,R,0,R,195
100858,1,R,504,R,0,R,504,R,321,R,0,R,321,R,570,R,0,R,570,R,417,R,0,R,417,R,2761,R,0,R,2761,R,2258,R,0,R,2258,R,3835,R,0,R,3835,R,2996,R,0,R,2996
100858,2,R,504,Z,0,R,504,R,321,R,0,R,321,R,570,Z,0,R,570,R,417,R,0,R,417,R,2761,Z,0,R,2761,R,2258,R,0,R,2258,R,3835,R,0,R,3835,R,2996,R,0,R,2996
100937,1,R,67,R,1,R,66,R,32,R,0,R,32,R,93,R,0,R,93,R,63,R,0,R,63,R,167,R,1,R,166,R,126,R,0,R,126,R,327,R,2,R,325,R,221,R,0,R,221
100937,2,R,67,R,1,R,66,R,32,R,0,R,32,R,93,R,0,R,93,R,63,R,0,R,63,R,167,R,1,R,166,R,126,R,0,R,126,R,327,R,2,R,325,R,221,R,0,R,221
101028,4,R,208,Z,0,R,208,A,,A,,R,31,R,0,Z,0,R,0,A,,A,,R,0,R,101,Z,0,R,101,A,,A,,R,32,R,309,R,0,R,309,A,,A,,R,63
101116,1,R,33,R,1,R,32,R,1,R,2,R,3,R,5,R,0,R,5,R,0,R,1,R,1,R,7,R,0,R,7,R,0,R,0,R,0,R,45,R,1,R,44,R,1,R,3,R,4
101116,2,R,19,Z,0,R,19,R,1,R,0,R,1,R,3,Z,0,R,3,R,0,R,0,R,0,R,5,Z,0,R,5,R,0,R,0,R,0,R,27,R,0,R,27,R,1,R,0,R,1
101116,3,R,14,R,1,R,13,Z,0,R,2,R,2,R,2,R,0,R,2,Z,0,R,1,R,1,R,2,R,0,R,2,Z,0,R,0,R,0,R,18,R,1,R,17,R,0,R,3,R,3
101143,4,R,184,Z,0,R,184,A,,A,,R,25,R,2,Z,0,R,2,A,,A,,R,1,R,106,Z,0,R,106,A,,A,,R,29,R,292,R,0,R,292,A,,A,,R,55
101161,4,R,586,Z,0,R,586,A,,A,,R,30,R,18,Z,0,R,18,A,,A,,R,1,R,472,Z,0,R,472,A,,A,,R,127,R,1076,R,0,R,1076,A,,A,,R,158
101189,1,R,188,R,0,R,188,R,40,R,4,R,44,R,76,R,1,R,75,R,23,R,2,R,25,R,77,R,0,R,77,R,26,R,0,R,26,R,341,R,1,R,340,R,89,R,6,R,95
101189,2,R,188,R,0,R,188,R,40,R,4,R,44,R,76,R,1,R,75,R,23,R,2,R,25,R,77,R,0,R,77,R,26,R,0,R,26,R,341,R,1,R,340,R,89,R,6,R,95
101240,4,R,638,Z,0,R,638,A,,A,,R,162,R,0,Z,0,R,0,A,,A,,R,0,R,309,Z,0,R,309,A,,A,,R,40,R,947,R,0,R,947,A,,A,,R,202
101277,4,R,59,Z,0,R,59,A,,A,,R,53,R,7,Z,0,R,7,A,,A,,R,7,R,14,Z,0,R,14,A,,A,,R,14,R,80,R,0,R,80,A,,A,,R,74
101286,4,R,483,Z,0,R,483,A,,A,,R,46,R,0,Z,0,R,0,A,,A,,R,0,R,262,Z,0,R,262,A,,A,,R,139,R,745,R,0,R,745,A,,A,,R,185
101295,4,R,527,Z,0,R,527,A,,A,,R,188,R,63,Z,0,R,63,A,,A,,R,36,R,285,Z,0,R,285,A,,A,,R,162,R,875,R,0,R,875,A,,A,,R,386
101301,4,R,227,Z,0,R,227,A,,A,,R,58,R,0,Z,0,R,0,A,,A,,R,0,R,35,Z,0,R,35,A,,A,,R,15,R,262,R,0,R,262,A,,A,,R,73
101365,1,R,23,R,0,R,23,R,0,R,12,R,12,R,2,R,0,R,2,R,0,R,1,R,1,R,3,R,0,R,3,R,0,R,1,R,1,R,28,R,0,R,28,R,0,R,14,R,14
101365,2,R,2,Z,0,R,2,Z,0,R,1,R,1,R,0,Z,0,R,0,Z,0,R,0,R,0,R,0,Z,0,R,0,Z,0,R,0,R,0,R,2,R,0,R,2,R,0,R,1,R,1
101365,3,R,21,Z,0,R,21,Z,0,R,11,R,11,R,2,Z,0,R,2,Z,0,R,1,R,1,R,3,Z,0,R,3,Z,0,R,1,R,1,R,26,R,0,R,26,R,0,R,13,R,13
101435,1,R,129,R,0,R,129,R,44,R,0,R,44,R,63,R,1,R,62,R,32,R,0,R,32,R,84,R,0,R,84,R,42,R,0,R,42,R,276,R,1,R,275,R,118,R,0,R,118
101435,2,R,129,R,0,R,129,R,44,R,0,R,44,R,63,R,1,R,62,R,32,R,0,R,32,R,84,R,0,R,84,R,42,R,0,R,42,R,276,R,1,R,275,R,118,R,0,R,118
101453,1,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,2,R,0,R,2,R,1,R,0,R,1
101453,2,R,1,Z,0,R,1,R,0,R,0,R,0,R,0,Z,0,R,0,R,0,R,0,R,0,R,1,Z,0,R,1,R,1,R,0,R,1,R,2,R,0,R,2,R,1,R,0,R,1
101462,4,R,129,Z,0,R,129,A,,A,,R,14,R,0,Z,0,R,0,A,,A,,R,0,R,23,Z,0,R,23,A,,A,,R,7,R,152,R,0,R,152,A,,A,,R,21
101471,4,R,0,Z,0,R,0,A,,A,,R,0,R,0,Z,0,R,0,A,,A,,R,0,R,192,Z,0,R,192,A,,A,,R,96,R,192,R,0,R,192,A,,A,,R,96
101480,1,R,628,R,0,R,628,R,216,R,0,R,216,R,156,R,0,R,156,R,70,R,0,R,70,R,518,R,0,R,518,R,267,R,0,R,267,R,1302,R,0,R,1302,R,553,R,0,R,553
101480,2,R,628,Z,0,R,628,R,216,R,0,R,216,R,156,Z,0,R,156,R,70,R,0,R,70,R,518,Z,0,R,518,R,267,R,0,R,267,R,1302,R,0,R,1302,R,553,R,0,R,553
101505,4,R,507,Z,0,R,507,A,,A,,R,43,R,73,Z,0,R,73,A,,A,,R,11,R,483,Z,0,R,483,A,,A,,R,49,R,1063,R,0,R,1063,A,,A,,R,103
101514,4,R,594,R,1,R,593,A,,A,,R,92,R,52,R,0,R,52,A,,A,,R,10,R,543,R,0,R,543,A,,A,,R,170,R,1189,R,1,R,1188,A,,A,,R,272
101541,1,R,49,R,0,R,49,R,14,R,3,R,17,R,10,R,0,R,10,R,0,R,0,R,0,R,16,R,0,R,16,R,9,R,0,R,9,R,75,R,0,R,75,R,23,R,3,R,26
101541,2,R,42,Z,0,R,42,R,14,R,0,R,14,R,8,Z,0,R,8,R,0,R,0,R,0,R,15,Z,0,R,15,R,9,R,0,R,9,R,65,R,0,R,65,R,23,R,0,R,23
101541,3,R,7,Z,0,R,7,Z,0,R,3,R,3,R,2,Z,0,R,2,Z,0,R,0,R,0,R,1,Z,0,R,1,Z,0,R,0,R,0,R,10,R,0,R,10,R,0,R,3,R,3
101569,4,R,521,Z,0,R,521,A,,A,,R,73,R,0,Z,0,R,0,A,,A,,R,0,R,99,Z,0,R,99,A,,A,,R,31,R,620,R,0,R,620,A,,A,,R,104
101587,1,R,235,R,0,R,235,R,55,R,12,R,67,R,39,R,0,R,39,R,15,R,0,R,15,R,123,R,0,R,123,R,42,R,0,R,42,R,397,R,0,R,397,R,112,R,12,R,124
101587,2,R,208,Z,0,R,208,R,50,R,0,R,50,R,36,Z,0,R,36,R,14,R,0,R,14,R,116,Z,0,R,116,R,42,R,0,R,42,R,360,R,0,R,360,R,106,R,0,R,106
101587,3,R,27,Z,0,R,27,R,5,R,12,R,17,R,3,Z,0,R,3,R,1,R,0,R,1,R,7,Z,0,R,7,R,0,R,0,R,0,R,37,R,0,R,37,R,6,R,12,R,18
101602,4,R,306,R,1,R,305,A,,A,,R,90,R,0,R,0,R,0,A,,A,,R,0,R,139,R,0,R,139,A,,A,,R,62,R,445,R,1,R,444,A,,A,,R,152
101648,4,R,88,Z,0,R,88,A,,A,,R,34,R,20,Z,0,R,20,A,,A,,R,8,R,165,Z,0,R,165,A,,A,,R,49,R,273,R,0,R,273,A,,A,,R,91
101675,1,R,391,R,0,R,391,R,94,R,0,R,94,R,31,R,0,R,31,R,7,R,0,R,7,R,20,R,0,R,20,R,6,R,0,R,6,R,442,R,0,R,442,R,107,R,0,R,107
101675,2,R,391,Z,0,R,391,R,94,R,0,R,94,R,31,Z,0,R,31,R,7,R,0,R,7,R,20,Z,0,R,20,R,6,R,0,R,6,R,442,R,0,R,442,R,107,R,0,R,107
101693,1,R,105,R,1,R,104,R,32,R,0,R,32,R,52,R,0,R,52,R,26,R,0,R,26,R,70,R,0,R,70,R,56,R,0,R,56,R,227,R,1,R,226,R,114,R,0,R,114
101693,2,R,105,R,1,R,104,R,32,R,0,R,32,R,52,R,0,R,52,R,26,R,0,R,26,R,70,R,0,R,70,R,56,R,0,R,56,R,227,R,1,R,226,R,114,R,0,R,114
101709,1,R,205,R,0,R,205,R,88,R,0,R,88,R,82,R,0,R,82,R,44,R,0,R,44,R,252,R,0,R,252,R,133,R,0,R,133,R,539,R,0,R,539,R,265,R,0,R,265
101709,2,R,205,Z,0,R,205,R,88,R,0,R,88,R,82,Z,0,R,82,R,44,R,0,R,44,R,252,Z,0,R,252,R,133,R,0,R,133,R,539,R,0,R,539,R,265,R,0,R,265
101736,4,R,367,Z,0,R,367,A,,A,,R,81,R,28,Z,0,R,28,A,,A,,R,9,R,211,Z,0,R,211,A,,A,,R,71,R,606,R,0,R,606,A,,A,,R,161
101879,1,R,452,R,1,R,451,R,156,R,0,R,156,R,114,R,0,R,114,R,58,R,0,R,58,R,485,R,0,R,485,R,266,R,0,R,266,R,1051,R,1,R,1050,R,480,R,0,R,480
101879,2,R,452,R,1,R,451,R,156,R,0,R,156,R,114,R,0,R,114,R,58,R,0,R,58,R,485,R,0,R,485,R,266,R,0,R,266,R,1051,R,1,R,1050,R,480,R,0,R,480
101897,4,R,315,Z,0,R,315,A,,A,,R,102,R,20,Z,0,R,20,A,,A,,R,7,R,142,Z,0,R,142,A,,A,,R,104,R,477,R,0,R,477,A,,A,,R,213
101912,1,R,216,R,0,R,216,R,84,R,0,R,84,R,87,R,0,R,87,R,48,R,0,R,48,R,105,R,0,R,105,R,62,R,0,R,62,R,408,R,0,R,408,R,194,R,0,R,194
101912,2,R,216,Z,0,R,216,R,84,R,0,R,84,R,87,Z,0,R,87,R,48,R,0,R,48,R,105,Z,0,R,105,R,62,R,0,R,62,R,408,R,0,R,408,R,194,R,0,R,194
101994,4,R,40,Z,0,R,40,A,,A,,R,7,R,0,Z,0,R,0,A,,A,,R,0,R,22,Z,0,R,22,A,,A,,R,21,R,62,R,0,R,62,A,,A,,R,28
102030,4,R,480,Z,0,R,480,A,,A,,R,24,R,0,Z,0,R,0,A,,A,,R,0,R,134,Z,0,R,134,A,,A,,R,109,R,614,R,0,R,614,A,,A,,R,133
102049,1,R,98,R,1,R,97,R,63,R,0,R,63,R,142,R,0,R,142,R,97,R,0,R,97,R,461,R,2,R,459,R,373,R,0,R,373,R,701,R,3,R,698,R,533,R,0,R,533
102049,2,R,98,R,1,R,97,R,63,R,0,R,63,R,142,R,0,R,142,R,97,R,0,R,97,R,461,R,2,R,459,R,373,R,0,R,373,R,701,R,3,R,698,R,533,R,0,R,533
102058,1,R,170,R,3,R,167,R,1,R,0,R,1,R,5,R,0,R,5,R,0,R,0,R,0,R,10,R,2,R,8,R,3,R,0,R,3,R,185,R,5,R,180,R,4,R,0,R,4
102058,2,R,170,R,3,R,167,R,1,R,0,R,1,R,5,R,0,R,5,R,0,R,0,R,0,R,10,R,2,R,8,R,3,R,0,R,3,R,185,R,5,R,180,R,4,R,0,R,4
102067,4,R,371,Z,0,R,371,A,,A,,R,59,R,0,Z,0,R,0,A,,A,,R,0,R,295,Z,0,R,295,A,,A,,R,90,R,666,R,0,R,666,A,,A,,R,149
102076,4,R,326,Z,0,R,326,A,,A,,R,84,R,73,Z,0,R,73,A,,A,,R,30,R,190,Z,0,R,190,A,,A,,R,104,R,589,R,0,R,589,A,,A,,R,218
102094,1,R,815,R,0,R,815,R,270,R,4,R,274,R,312,R,0,R,312,R,142,R,1,R,143,R,761,R,0,R,761,R,408,R,9,R,417,R,1888,R,0,R,1888,R,820,R,14,R,834
102094,2,R,814,Z,0,R,814,R,270,R,3,R,273,R,312,Z,0,R,312,R,142,R,1,R,143,R,760,Z,0,R,760,R,408,R,8,R,416,R,1886,R,0,R,1886,R,820,R,12,R,832
102094,3,R,1,Z,0,R,1,Z,0,R,1,R,1,R,0,Z,0,R,0,Z,0,R,0,R,0,R,1,Z,0,R,1,Z,0,R,1,R,1,R,2,R,0,R,2,R,0,R,2,R,2
102234,1,R,98,R,0,R,98,R,43,R,0,R,43,R,112,R,0,R,112,R,71,R,0,R,71,R,85,R,0,R,85,R,59,R,0,R,59,R,295,R,0,R,295,R,173,R,0,R,173
102234,2,R,98,Z,0,R,98,R,43,R,0,R,43,R,112,Z,0,R,112,R,71,R,0,R,71,R,85,Z,0,R,85,R,59,R,0,R,59,R,295,R,0,R,295,R,173,R,0,R,173
102270,1,R,177,R,0,R,177,R,48,R,0,R,48,R,29,R,0,R,29,R,11,R,0,R,11,R,27,R,0,R,27,R,8,R,0,R,8,R,233,R,0,R,233,R,67,R,0,R,67
102270,2,R,177,Z,0,R,177,R,48,R,0,R,48,R,29,Z,0,R,29,R,11,R,0,R,11,R,27,Z,0,R,27,R,8,R,0,R,8,R,233,R,0,R,233,R,67,R,0,R,67
102298,1,R,416,R,0,R,416,R,93,R,0,R,93,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,0,R,9,R,7,R,0,R,7,R,425,R,0,R,425,R,100,R,0,R,100
102298,2,R,416,Z,0,R,416,R,93,R,0,R,93,R,0,Z,0,R,0,R,0,R,0,R,0,R,9,Z,0,R,9,R,7,R,0,R,7,R,425,R,0,R,425,R,100,R,0,R,100
102313,4,R,170,Z,0,R,170,A,,A,,R,24,R,0,Z,0,R,0,A,,A,,R,0,R,78,Z,0,R,78,A,,A,,R,45,R,248,R,0,R,248,A,,A,,R,69
102368,1,R,693,R,1,R,692,R,207,R,12,R,219,R,194,R,0,R,194,R,87,R,3,R,90,R,557,R,1,R,556,R,304,R,4,R,308,R,1444,R,2,R,1442,R,598,R,19,R,617
102368,2,R,639,R,1,R,638,R,206,R,5,R,211,R,185,R,0,R,185,R,86,R,2,R,88,R,546,R,0,R,546,R,302,R,1,R,303,R,1370,R,1,R,1369,R,594,R,8,R,602
102368,3,R,54,R,0,R,54,R,1,R,7,R,8,R,9,R,0,R,9,R,1,R,1,R,2,R,11,R,1,R,10,R,2,R,3,R,5,R,74,R,1,R,73,R,4,R,11,R,15
102377,1,R,352,R,0,R,352,R,277,R,0,R,277,R,0,R,0,R,0,R,0,R,0,R,0,R,301,R,0,R,301,R,0,R,0,R,0,R,653,R,0,R,653,R,277,R,0,R,277
102377,2,R,352,Z,0,R,352,R,277,R,0,R,277,R,0,Z,0,R,0,R,0,R,0,R,0,R,301,Z,0,R,301,R,0,R,0,R,0,R,653,R,0,R,653,R,277,R,0,R,277
102429,4,R,410,R,1,R,409,A,,A,,R,27,R,0,R,0,R,0,A,,A,,R,0,R,189,R,0,R,189,A,,A,,R,103,R,599,R,1,R,598,A,,A,,R,130
102553,1,R,466,R,0,R,466,R,66,R,31,R,97,R,124,R,0,R,124,R,18,R,7,R,25,R,867,R,0,R,867,R,258,R,52,R,310,R,1457,R,0,R,1457,R,342,R,90,R,432
102553,2,R,288,Z,0,R,288,R,57,R,5,R,62,R,82,Z,0,R,82,R,16,R,2,R,18,R,636,Z,0,R,636,R,243,R,13,R,256,R,1006,R,0,R,1006,R,316,R,20,R,336
102553,3,R,178,Z,0,R,178,R,9,R,26,R,35,R,42,Z,0,R,42,R,2,R,5,R,7,R,231,Z,0,R,231,R,15,R,39,R,54,R,451,R,0,R,451,R,26,R,70,R,96
102580,1,R,5,R,0,R,5,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,3,R,3,R,9,R,1,R,8,R,0,R,3,R,3
102580,2,R,2,R,0,R,2,Z,0,R,0,Z,0,R,1,R,1,R,0,Z,0,R,0,Z,0,R,0,R,0,R,0,Z,0,R,0,Z,0,R,3,R,1,R,2,R,0,R,0,R,0
102580,3,R,3,Z,0,R,3,Z,0,R,0,R,0,R,0,Z,0,R,0,Z,0,R,0,R,0,R,3,Z,0,R,3,Z,0,R,3,R,3,R,6,R,0,R,6,R,0,R,3,R,3
102614,1,R,205,R,0,R,205,R,25,R,10,R,35,R,63,R,0,R,63,R,13,R,4,R,17,R,493,R,0,R,493,R,151,R,37,R,188,R,761,R,0,R,761,R,189,R,51,R,240
102614,2,R,73,Z,0,R,73,R,23,R,1,R,24,R,38,Z,0,R,38,R,12,R,0,R,12,R,330,Z,0,R,330,R,143,R,10,R,153,R,441,R,0,R,441,R,178,R,11,R,189
102614,3,R,132,Z,0,R,132,R,2,R,9,R,11,R,25,Z,0,R,25,R,1,R,4,R,5,R,163,Z,0,R,163,R,8,R,27,R,35,R,320,R,0,R,320,R,11,R,40,R,51
102632,1,R,64,R,0,R,64,R,14,R,5,R,19,R,11,R,0,R,11,R,2,R,2,R,4,R,119,R,0,R,119,R,22,R,24,R,46,R,194,R,0,R,194,R,38,R,31,R,69
102632,2,R,33,Z,0,R,33,R,11,R,3,R,14,R,5,Z,0,R,5,R,2,R,0,R,2,R,57,Z,0,R,57,R,17,R,4,R,21,R,95,R,0,R,95,R,30,R,7,R,37
102632,3,R,31,Z,0,R,31,R,3,R,2,R,5,R,6,Z,0,R,6,R,0,R,2,R,2,R,62,Z,0,R,62,R,5,R,20,R,25,R,99,R,0,R,99,R,8,R,24,R,32
102669,1,R,11,R,0,R,11,R,7,R,0,R,7,R,6,R,0,R,6,R,2,R,0,R,2,R,10,R,0,R,10,R,6,R,0,R,6,R,27,R,0,R,27,R,15,R,0,R,15
102669,2,R,11,Z,0,R,11,R,7,R,0,R,7,R,6,Z,0,R,6,R,2,R,0,R,2,R,10,Z,0,R,10,R,6,R,0,R,6,R,27,R,0,R,27,R,15,R,0,R,15
102711,4,R,28,Z,0,R,28,A,,A,,R,26,R,3,Z,0,R,3,A,,A,,R,3,R,253,Z,0,R,253,A,,A,,R,229,R,284,R,0,R,284,A,,A,,R,258
102845,1,R,893,R,1,R,892,R,0,R,432,R,432,R,126,R,1,R,125,R,0,R,78,R,78,R,27,R,0,R,27,R,0,R,13,R,13,R,1046,R,2,R,1044,R,0,R,523,R,523
102845,2,R,893,R,1,R,892,Z,0,R,432,R,432,R,126,R,1,R,125,Z,0,R,78,R,78,R,27,R,0,R,27,Z,0,R,13,R,13,R,1046,R,2,R,1044,R,0,R,523,R,523
103501,4,R,342,Z,0,R,342,A,,A,,R,251,R,71,Z,0,R,71,A,,A,,R,57,R,18,Z,0,R,18,A,,A,,R,6,R,431,R,0,R,431,A,,A,,R,314
103741,4,R,36,Z,0,R,36,A,,A,,R,14,R,0,Z,0,R,0,A,,A,,R,0,R,1,Z,0,R,1,A,,A,,R,0,R,37,R,0,R,37,A,,A,,R,14
103893,4,R,449,R,0,R,449,A,,A,,R,400,R,40,R,0,R,40,A,,A,,R,0,R,99,R,1,R,98,A,,A,,R,49,R,588,R,1,R,587,A,,A,,R,449
103909,4,R,199,R,0,R,199,A,,A,,R,182,R,28,R,0,R,28,A,,A,,R,20,R,21,R,1,R,20,A,,A,,R,13,R,248,R,1,R,247,A,,A,,R,215
103927,4,R,175,R,0,R,175,A,,A,,R,159,R,14,R,0,R,14,A,,A,,R,0,R,26,R,1,R,25,A,,A,,R,21,R,215,R,1,R,214,A,,A,,R,180
103945,1,R,83,R,0,R,83,R,1,R,20,R,21,R,6,R,0,R,6,R,0,R,3,R,3,R,12,R,0,R,12,R,0,R,6,R,6,R,101,R,0,R,101,R,1,R,29,R,30
103945,2,R,9,Z,0,R,9,R,1,R,0,R,1,R,1,Z,0,R,1,R,0,R,0,R,0,R,0,Z,0,R,0,R,0,R,0,R,0,R,10,R,0,R,10,R,1,R,0,R,1
103945,3,R,74,Z,0,R,74,Z,0,R,20,R,20,R,5,Z,0,R,5,Z,0,R,3,R,3,R,12,Z,0,R,12,Z,0,R,6,R,6,R,91,R,0,R,91,R,0,R,29,R,29
103954,4,R,9,Z,0,R,9,A,,A,,R,3,R,1,Z,0,R,1,A,,A,,R,1,R,0,Z,0,R,0,A,,A,,R,0,R,10,R,0,R,10,A,,A,,R,4
103963,4,R,777,R,0,R,777,A,,A,,R,444,R,59,R,0,R,59,A,,A,,R,22,R,175,R,1,R,174,A,,A,,R,56,R,1011,R,1,R,1010,A,,A,,R,522
104090,1,R,722,R,0,R,722,R,56,R,246,R,302,R,89,R,0,R,89,R,34,R,26,R,60,R,111,R,0,R,111,R,14,R,55,R,69,R,922,R,0,R,922,R,104,R,327,R,431
104090,2,R,156,Z,0,R,156,R,43,R,0,R,43,R,46,Z,0,R,46,R,27,R,0,R,27,R,21,Z,0,R,21,R,8,R,0,R,8,R,223,R,0,R,223,R,78,R,0,R,78
104090,3,R,566,Z,0,R,566,R,13,R,246,R,259,R,43,Z,0,R,43,R,7,R,26,R,33,R,90,Z,0,R,90,R,6,R,55,R,61,R,699,R,0,R,699,R,26,R,327,R,353
104151,1,R,1886,R,32,R,1854,R,1144,R,0,R,1144,R,929,R,9,R,920,R,571,R,0,R,571,R,3635,R,87,R,3548,R,2650,R,0,R,2650,R,6450,R,128,R,6322,R,4365,R,0,R,4365
104151,2,R,1886,R,32,R,1854,R,1144,R,0,R,1144,R,929,R,9,R,920,R,571,R,0,R,571,R,3635,R,87,R,3548,R,2650,R,0,R,2650,R,6450,R,128,R,6322,R,4365,R,0,R,4365
104160,4,R,649,Z,0,R,649,A,,A,,R,139,R,8,Z,0,R,8,A,,A,,R,2,R,179,Z,0,R,179,A,,A,,R,42,R,836,R,0,R,836,A,,A,,R,183
104179,1,R,2239,R,0,R,2239,R,1323,R,0,R,1323,R,857,R,0,R,857,R,500,R,0,R,500,R,3855,R,0,R,3855,R,2659,R,0,R,2659,R,6951,R,0,R,6951,R,4482,R,0,R,4482
104179,2,R,2239,Z,0,R,2239,R,1323,R,0,R,1323,R,857,Z,0,R,857,R,500,R,0,R,500,R,3855,Z,0,R,3855,R,2659,R,0,R,2659,R,6951,R,0,R,6951,R,4482,R,0,R,4482
104188,1,R,15,R,0,R,15,R,15,R,0,R,15,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,18,R,0,R,18,R,15,R,0,R,15
104188,2,R,15,Z,0,R,15,R,15,R,0,R,15,R,2,Z,0,R,2,R,0,R,0,R,0,R,1,Z,0,R,1,R,0,R,0,R,0,R,18,R,0,R,18,R,15,R,0,R,15
104346,4,R,302,Z,0,R,302,A,,A,,R,54,R,78,Z,0,R,78,A,,A,,R,21,R,149,Z,0,R,149,A,,A,,R,34,R,529,R,0,R,529,A,,A,,R,109
104391,4,R,17,Z,0,R,17,A,,A,,R,17,R,4,Z,0,R,4,A,,A,,R,4,R,26,Z,0,R,26,A,,A,,R,3,R,47,R,0,R,47,A,,A,,R,24
104425,4,R,348,Z,0,R,348,A,,A,,R,86,R,14,Z,0,R,14,A,,A,,R,3,R,179,Z,0,R,179,A,,A,,R,50,R,541,R,0,R,541,A,,A,,R,139
104434,4,R,12,Z,0,R,12,A,,A,,R,4,R,0,Z,0,R,0,A,,A,,R,0,R,1,Z,0,R,1,A,,A,,R,1,R,13,R,0,R,13,A,,A,,R,5
104443,4,R,16,Z,0,R,16,A,,A,,R,7,R,1,Z,0,R,1,A,,A,,R,1,R,0,Z,0,R,0,A,,A,,R,0,R,17,R,0,R,17,A,,A,,R,8
104504,4,R,17,Z,0,R,17,A,,A,,R,15,R,28,Z,0,R,28,A,,A,,R,21,R,3,Z,0,R,3,A,,A,,R,2,R,48,R,0,R,48,A,,A,,R,38
104568,4,R,95,Z,0,R,95,A,,A,,R,93,R,10,Z,0,R,10,A,,A,,R,6,R,163,Z,0,R,163,A,,A,,R,85,R,268,R,0,R,268,A,,A,,R,184
